"Name","Full Name","OID","Type","Access","Indexes","MIB Module","Description"
"uaxteSnmpTrapHostIndex",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpTrapHostTable.uaxteSnmpTrapHostEntry.uaxteSnmpTrapHostIndex",".1.3.6.1.4.1.43768.3.1.1.3.2.15.3.1.1","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","The index used to access this trap receiver."
"uaxteSnmpTrapHostIpAddress",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpTrapHostTable.uaxteSnmpTrapHostEntry.uaxteSnmpTrapHostIpAddress",".1.3.6.1.4.1.43768.3.1.1.3.2.15.3.1.2","IPADDRESS","read-write","","GATESAIR-UAXTE-MIB","The IP address of the trap receiver."
"uaxteSnmpTrapHostPort",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpTrapHostTable.uaxteSnmpTrapHostEntry.uaxteSnmpTrapHostPort",".1.3.6.1.4.1.43768.3.1.1.3.2.15.3.1.3","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The UDP port number that the agent should use to send a trap to this trap receiver."
"uaxteSnmpTrapHostPduType",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpTrapHostTable.uaxteSnmpTrapHostEntry.uaxteSnmpTrapHostPduType",".1.3.6.1.4.1.43768.3.1.1.3.2.15.3.1.4","SNMPEventType","read-write","","GATESAIR-UAXTE-MIB","Configures whether the agent should report events to this trap receiver in TRAP or INFORM PDUs."
"uaxteSnmpTrapHostInformRetries",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpTrapHostTable.uaxteSnmpTrapHostEntry.uaxteSnmpTrapHostInformRetries",".1.3.6.1.4.1.43768.3.1.1.3.2.15.3.1.5","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","Defines the number of times the agent should send an INFORM PDU to the trap receiver without receiving an acknowledgement."
"uaxteSnmpTrapHostInformRetryInterval",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpTrapHostTable.uaxteSnmpTrapHostEntry.uaxteSnmpTrapHostInformRetryInterval",".1.3.6.1.4.1.43768.3.1.1.3.2.15.3.1.6","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The time interval, in seconds, between attempts to send the INFORM PDU to the trap receiver."
"uaxteSnmpTrapHostOutstandingInforms",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpTrapHostTable.uaxteSnmpTrapHostEntry.uaxteSnmpTrapHostOutstandingInforms",".1.3.6.1.4.1.43768.3.1.1.3.2.15.3.1.7","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The maximum number of unacknowledged INFORM PDUs allowed before the agent stops trying to resend an INFORM PDU. For example, if this element is set to 5, there are 5 INFORM PDU's for which the agent is awaiting an acknowledgement, and a sixth INFORM needs to be sent, the agent will stop resending and waiting for an acknowledgement on the oldest outstanding PDU."
"uaxteEventEnables",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables",".1.3.6.1.4.1.43768.3.1.1.3.2.16",,,"","GATESAIR-UAXTE-MIB",""
"uaxteEventEnableGeneral",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1",,,"","GATESAIR-UAXTE-MIB",""
"uaxteAllEventsEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteAllEventsEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.1","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable all events, 0=Enable/Disble event individually, 1=Enable all events, 2=Disable all events."
"uaxteOpModeEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteOpModeEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.2","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteOpModeEvent =Enable event, 2 =Disable event"
"uaxteActiveEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteActiveEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.3","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteActiveEvent =Enable event, 2 =Disable event"
"uaxteStatusEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteStatusEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.4","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteStatusEvent =Enable event, 2 =Disable event"
"uaxteInputStatusPrimaryEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteInputStatusPrimaryEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.5","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteInputPrimaryEvent =Enable event, 2 =Disable event"
"uaxteInputStatusSecondaryEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteInputStatusSecondaryEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.6","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteInputSecondaryEvent =Enable event, 2 =Disable event"
"uaxteInputSwitchCountCurrentEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteInputSwitchCountCurrentEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.7","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteInputSwitchCountCurrentEvent =Enable event, 2 =Disable event"
"uaxteOutputForwardLowWarningEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteOutputForwardLowWarningEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.8","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteOutputForwardLowWarningEvent =Enable event, 2 =Disable event"
"uaxteOutputForwardLowFaultEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteOutputForwardLowFaultEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.9","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteOutputForwardLowFaultEvent =Enable event, 2 =Disable event"
"uaxteOutputForwardHighFaultEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteOutputForwardHighFaultEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.10","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteOutputForwardHighFaultWarningEvent =Enable event, 2 =Disable event"
"uaxteOutputMuteEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteOutputMuteEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.11","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteOutputMuteEvent =Enable event, 2 =Disable event"
"uaxteRtacLinearModeEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteRtacLinearModeEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.12","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteRtacLinearModeEvent =Enable event, 2 =Disable event"
"uaxteRtacNonLinearModeEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteRtacNonLinearModeEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.13","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteRtacNonLinearModeEvent =Enable event, 2 =Disable event"
"uaxteRtacDisabledEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteRtacDisabledEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.14","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteRtacDisableEvent =Enable event, 2 =Disable event"
"uaxtePwrSupplyControllerEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxtePwrSupplyControllerEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.15","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxtePwrSupplyControllerEvent =Enable event, 2 =Disable event"
"uaxtePwrSupplyPwrAmpEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxtePwrSupplyPwrAmpEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.16","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxtePwrSupplyPwrAmpEvent =Enable event, 2 =Disable event"
"uaxtePwrSupplyModulatorEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxtePwrSupplyModulatorEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.17","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxtePwrSupplyModulatorEvent =Enable event, 2 =Disable event"
"uaxteRtacPerfValidEventEnable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnableGeneral.uaxteRtacPerfValidEventEnable",".1.3.6.1.4.1.43768.3.1.1.3.2.16.1.18","EnabledDisabled","read-write","","GATESAIR-UAXTE-MIB","Enable/Disable uaxteRtacPerfValidEvent =Enable event, 2 =Disable event"
"uaxteEventEnablePwrAmps",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteEventEnables.uaxteEventEnablePwrAmps",".1.3.6.1.4.1.43768.3.1.1.3.2.16.2",,,"","GATESAIR-UAXTE-MIB",""
"uaxteConformance",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteConformance",".1.3.6.1.4.1.43768.3.1.1.3.3",,,"","GATESAIR-UAXTE-MIB",""
"uaxteObjectGroups",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteConformance.uaxteObjectGroups",".1.3.6.1.4.1.43768.3.1.1.3.3.1",,,"","GATESAIR-UAXTE-MIB","Description."
"uaxteEventsGroups",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteConformance.uaxteEventsGroups",".1.3.6.1.4.1.43768.3.1.1.3.3.2",,,"","GATESAIR-UAXTE-MIB","Description."
"uaxteCompliances",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteConformance.uaxteCompliances",".1.3.6.1.4.1.43768.3.1.1.3.3.3",,,"","GATESAIR-UAXTE-MIB","Description."
"uaxteObjectsGroupsObsolote",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteConformance.uaxteObjectsGroupsObsolote",".1.3.6.1.4.1.43768.3.1.1.3.3.4",,,"","GATESAIR-UAXTE-MIB","objects in this group are no longer used they are obsolete"
"excitersA",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.excitersA",".1.3.6.1.4.1.43768.3.1.2",,,"","GATESAIR-SMI","Object and events for Exciter A in a dual drive system."
"excitersB",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.excitersB",".1.3.6.1.4.1.43768.3.1.3",,,"","GATESAIR-SMI","Object and events for Exciter B in a dual drive system."
"supervisors",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.supervisors",".1.3.6.1.4.1.43768.3.1.4",,,"","GATESAIR-SMI","Objects and events for products that supervise or monitor other products."
"receivers",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.receivers",".1.3.6.1.4.1.43768.3.1.5",,,"","GATESAIR-SMI","Object and events for receivers."
"gpio",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.gpio",".1.3.6.1.4.1.43768.3.1.6",,,"","GATESAIR-SMI","Object and events for general purpose IO devices."
"exciter",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.exciter",".1.3.6.1.4.1.43768.3.1.7",,,"","GATESAIR-SMI","Objects and events for a standalone exciter."
"nplus1",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.nplus1",".1.3.6.1.4.1.43768.3.1.8",,,"","GATESAIR-SMI","Objects and events for a N+1 controller."
"custspecial",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.custspecial",".1.3.6.1.4.1.43768.3.1.9",,,"","GATESAIR-SMI","Objects and events created for a specific customer that cannot be made common for all product users."
